Mine,County,Elevation,Commodity,Latitude,Longitude,MRDS
Boulder,Calaveras,2470 Feet,Gold,38.4136,-120.56330,10103061
Ettie B,Calaveras,2598 Feet,Gold,38.25194,-120.50306,10029254
Ralford Mining Compnay,Calaveras,449 Feet,Gold,38.1853,-120.88280,10162376
Rainer Victor Claim,Calaveras,1601 Feet,Gold,38.0894,-120.54110,10138231
Raffetto Group,Calaveras,2201 Feet,Gold,38.1267,-120.45310,10187324
Gold King,Calaveras,1299 Feet,Gold,38.2775,-120.74611,10028714
Salvador,Calaveras,1699 Feet,Gold,38.3156,-120.60310,10284240
Del A Ray,Calaveras,1001 Feet,Gold,38.2356,-120.68000,10259671
K & S,Calaveras,1040 Feet,Gold,38.1572,-120.60250,10259788
Big Seven,Calaveras,1375 Feet,Gold,38.00417,-120.63444,10028802
Golden Hill Mine,Calaveras,951 Feet,Gold,38.22722,-120.71167,10028659
Spring Gulch,Calaveras,na,Gold,38.41722,-120.51167,10029389
Mohawk,Calaveras,2799 Feet,Gold,38.33222,-120.51111,10029367
McKisson,Calaveras,2598 Feet,Gold,38.3761,-120.51420,10211403
Max Consolidated,Calaveras,2001 Feet,Gold,38.1708,-120.48610,10162532
Matthavale,Calaveras,2799 Feet,Gold,38.2503,-120.50610,10235613
Mary Belle,Calaveras,1201 Feet,Gold,38.0628,-120.56420,10138534
Marino,Calaveras,2598 Feet,Gold,38.3833,-120.50140,10114256
Hostler,Calaveras,2280 Feet,Gold,38.23444,-120.53556,10029147
Turner Mine,Calaveras,na,Gold,38.07,-120.54750,10029130
Imperial,Calaveras,1348 Feet,Gold,38.0225,-120.51889,10028995
Reed Mining Claim,Calaveras,na,Gold,38.02611,-120.50944,10028993
Bolitha Mng & Milling Co,Calaveras,1499 Feet,Gold,38.05556,-120.51417,10028957
Bismark,Calaveras,801 Feet,Gold,38.16583,-120.66806,10028893
Ford,Calaveras,1119 Feet,Gold,38.19667,-120.66806,10028861
Lindsay,Calaveras,1480 Feet,Gold,38.0694,-120.55440,10138209
Old Gray,Calaveras,2201 Feet,Gold,38.4333,-120.51140,10138798
Lawson,Calaveras,2841 Feet,Gold,38.3589,-120.54940,10187469
Gold Star,Calaveras,2799 Feet,Gold,38.37278,-120.47139,10029506
Solari Botto Solari and Tanner,Calaveras,na,Gold,38.09556,-120.45917,10029449
Bowling Green,Calaveras,na,Gold,38.08449,-120.47544,10029446
Table Mountain #1 Placer Claim Also #2 In S1/2 Sw1/4 Ne1/4,Calaveras,na,Gold,38.11,-120.42250,10029430
Garland Ranch,Calaveras,2402 Feet,Gold,38.11861,-120.46750,10029420
Viola Ohio & Garabaldi C. A. Peirano,Calaveras,na,Gold,38.11386,-120.45752,10029419
Calaveras - Columbus,Calaveras,2100 Feet,Gold,38.41389,-120.56722,10102802
Utica No 2,Calaveras,na,Gold,38.08278,-120.58444,10102717
Chapman,Calaveras,2598 Feet,Gold,38.3053,-120.52140,10211649
Texas and Missouri,Calaveras,2001 Feet,Gold,38.1181,-120.45330,10259740
Texas,Calaveras,2598 Feet,Gold,38.4028,-120.56140,10138573
Independence,Calaveras,2520 Feet,Gold,38.3569,-120.52640,10162474
Spring Day,Calaveras,2680 Feet,Gold,38.3575,-120.58330,10162941
Specimen,Calaveras,1240 Feet,Gold,38.1458,-120.63810,10162965
Jolly Molly,Calaveras,1001 Feet,Gold,38.215,-120.84360,10114696
Bully Boy,Calaveras,1558 Feet,Gold,38.1089,-120.57170,10187388
Sanderson,Calaveras,2680 Feet,Gold,38.3278,-120.51830,10284122
Brassila,Calaveras,2201 Feet,Gold,38.2292,-120.47670,10162871
Thorpe Mine,Calaveras,1099 Feet,Gold,38.20806,-120.62333,10028769
Carson Hill,Calaveras,na,Gold Silver,38.01667,-120.50000,10110522
Big Ben,Calaveras,2402 Feet,Gold,38.37333,-120.49306,10029337
Tucker Sugar Pine A,Calaveras,2799 Feet,Gold,38.4036,-120.51470,10260167
Tisher,Calaveras,2001 Feet,Gold,38.2508,-120.56970,10187191
Thunderbolt,Calaveras,1401 Feet,Gold,38.0661,-120.55830,10187575
Thomas Brothers Group,Calaveras,1801 Feet,Gold,38.1956,-120.51000,10235231
The Point Quartz Mine,Calaveras,2598 Feet,Gold,38.3872,-120.54810,10284382
The 400,Calaveras,2201 Feet,Gold,38.2269,-120.56420,10260344
Belfast,Calaveras,2402 Feet,Gold,38.24972,-120.53056,10029263
Venus,Calaveras,na,Gold,38.21389,-120.58306,10029159
Granite,Calaveras,2720 Feet,Gold,38.41083,-120.54667,10102804
General Arthur,Calaveras,2799 Feet,Gold,38.445,-120.49167,10102799
Mountain View,Calaveras,2402 Feet,Gold,38.33972,-120.58861,10102792
Norwich Mine,Calaveras,na,Gold,38.34944,-120.58611,10102791
Wolverine,Calaveras,na,Gold,38.36389,-120.54278,10102786
Minetyseven,Calaveras,1001 Feet,Gold,38.1733,-120.67110,10186905
Johnson,Calaveras,1601 Feet,Gold,38.0861,-120.53530,10187137
Johnny Jumper,Calaveras,2559 Feet,Gold,38.3497,-120.50000,10138466
Jack Rabbit,Calaveras,1499 Feet,Gold,38.1164,-120.56690,10162979
North Star,Calaveras,na,Gold,38.40278,-120.49444,10102770
M & B,Calaveras,2451 Feet,Gold,38.29139,-120.53833,10102760
Bishop Estate,Calaveras,2001 Feet,Gold,38.1092,-120.45060,10211270
Birney and Golden Slip,Calaveras,1480 Feet,Gold,38.0806,-120.56670,10260341
Binum,Calaveras,2398 Feet,Gold,38.1972,-120.54530,10259971
Barker,Calaveras,1001 Feet,Gold,38.2117,-120.72640,10284440
Ruth Belle,Calaveras,2799 Feet,Gold,38.3497,-120.58670,10114458
Huberty,Calaveras,1201 Feet,Gold,38.1844,-120.65560,10259635
O Connell Blue Gravel,Calaveras,1201 Feet,Gold,38.1822,-120.65170,10187417
Chris Anderson,Calaveras,1201 Feet,Gold,38.1822,-120.65170,10138758
Mokelumne River,Calaveras,249 Feet,Gold,38.2022,-120.96580,10038062
Mexican,Calaveras,2799 Feet,Gold,38.39417,-120.50778,10029305
Tisher,Calaveras,na,Gold,38.23972,-120.56917,10029261
Grub Hill,Calaveras,1401 Feet,Gold,38.1692,-120.60140,10187484
Barnhardt,Calaveras,1401 Feet,Gold,38.1647,-120.59530,10235129
Sparrow Hawk,Calaveras,1801 Feet,Gold,38.3161,-120.62670,10235636
Gunter & Hartlief,Calaveras,1719 Feet,Gold,38.1881,-120.56860,10235603
Golden Treasure,Calaveras,1319 Feet,Gold,38.1222,-120.58390,10162837
Sonoma,Calaveras,1959 Feet,Gold,38.1767,-120.47970,10211289
Soap Root,Calaveras,2799 Feet,Gold,38.3922,-120.50830,10260306
Big Spring,Calaveras,1440 Feet,Gold,38.0522,-120.52920,10260294
Tailings,Calaveras,899 Feet,Gold,38.1556,-120.67030,10284629
Pioneer,Calaveras,801 Feet,Gold,38.1708,-120.69330,10114638
South Fork Mines Inc.,Calaveras,801 Feet,Gold,38.1711,-120.69170,10284247
Good Oak,Calaveras,1161 Feet,Gold,38.1703,-120.63750,10138530
Richie Hill,Calaveras,1280 Feet,Gold,38.1644,-120.61310,10260362
Brandy Flat,Calaveras,1201 Feet,Gold,38.1694,-120.62060,10260005
Gertrude,Calaveras,1401 Feet,Gold,38.1689,-120.60080,10114332
Raffetto Group,Calaveras,na,Gold,38.12861,-120.44833,10029418
Mokelumne River,Calaveras,299 Feet,Gold,38.2022,-120.96580,10187246
Douglas Flat,Calaveras,2080 Feet,Gold,38.1203,-120.45610,10284514
Bruzza,Calaveras,1601 Feet,Gold,38.1533,-120.53250,10114743
Bruce,Calaveras,1601 Feet,Gold,38.1575,-120.53470,10211595
Brookdale,Calaveras,2398 Feet,Gold,38.3314,-120.58250,10259897
Cook & Ranor,Calaveras,1601 Feet,Gold,38.31,-120.69640,10187087
Baldwin Property,Calaveras,1201 Feet,Gold,38.1517,-120.61610,10138674
Ravizza,Calaveras,971 Feet,Gold,38.1614,-120.63970,10162807
Union Gold Mine,Calaveras,1181 Feet,Gold,38.1564,-120.65390,10187162
Ben Hur,Calaveras,2201 Feet,Gold,38.2133,-120.54860,10259604
Bendigo,Calaveras,2799 Feet,Gold,38.3456,-120.58720,10114587
Bence,Calaveras,1601 Feet,Gold,38.1575,-120.52280,10114032
C P Davis Ranch,Calaveras,2598 Feet,Gold,38.3128,-120.52690,10260258
Hidden Treasure,Calaveras,2201 Feet,Gold,38.1314,-120.45170,10138553
Tyron,Calaveras,1601 Feet,Gold,38.0583,-120.53720,10162793
Unidentified Gold Mine,Calaveras,899 Feet,Gold,37.9131,-120.71440,10162883
Two Star Claims,Calaveras,2799 Feet,Gold,38.1744,-120.43530,10138188
Brewery Gulch,Calaveras,2398 Feet,Gold,38.1408,-120.47690,10283979
Bradford,Calaveras,2201 Feet,Gold,38.2136,-120.56610,10284126
Borcher and Brochen,Calaveras,1201 Feet,Gold,38.2717,-120.71640,10162849
Wallace Pit,Calaveras,299 Feet,Gold,38.2,-120.96690,10284565
Butcher Shop Mine,Calaveras,1001 Feet,Gold,37.995,-120.68472,10102648
Alhoa-Klondyke Mammoth Yaqui Camp and Seven-Up,Calaveras,1201 Feet,Gold,38.16722,-120.63361,10028884
O'Connell Blue Gravel,Calaveras,na,Gold,38.18194,-120.66111,10028872
Drift Mine,Calaveras,na,Gold,38.19639,-120.69778,10028866
Gladstone,Calaveras,2300 Feet,Gold,38.12222,-120.47194,10102813
Purnell,Calaveras,na,Gold,38.05472,-120.55417,10102684
Gold Standard,Calaveras,801 Feet,Gold,38.11444,-120.79333,10102618
Dalmatia,Calaveras,2100 Feet,Gold,38.17222,-120.50444,10102749
Blue Ribbon,Calaveras,2251 Feet,Gold,38.22417,-120.52167,10102732
Tiberghin and Mineral Land Mining Claims,Calaveras,na,Gold,38.07278,-120.54361,10102730
Adeline,Calaveras,1450 Feet,Gold,38.06667,-120.55000,10102727
Bonanza Mrs Augusta,Calaveras,1401 Feet,Gold,38.1222,-120.57780,10138461
Excelsior,Calaveras,1401 Feet,Gold,38.2872,-120.69670,10114640
Nancy Ann,Calaveras,na,Gold,38.05694,-120.79972,10102616
Triple Lode,Calaveras,1401 Feet,Gold,38.0664,-120.56690,10138638
Tracy,Calaveras,1801 Feet,Gold,38.0561,-120.51470,10187496
Chili Gulch,Calaveras,na,Gold,38.28278,-120.71611,10028704
Eclipse Placer Mine,Calaveras,na,Gold,38.20166,-120.54472,10028719
Manzanita,Calaveras,1880 Feet,Gold,38.0886,-120.45830,10235737
Mammoth and Eclipse,Calaveras,2799 Feet,Gold,38.3556,-120.49080,10187070
Lucky Strike and Linda,Calaveras,3599 Feet,Gold,38.3453,-120.40190,10138118
Lucky Boy,Calaveras,2598 Feet,Gold,38.3542,-120.53670,10260178
Lost Parrot,Calaveras,2398 Feet,Gold,38.1142,-120.47080,10260278
Lone Star Reed and Hi,Calaveras,2799 Feet,Gold,38.4214,-120.57030,10163011
Lone Star,Calaveras,1601 Feet,Gold,38.1044,-120.54810,10187111
Lone Star,Calaveras,2398 Feet,Gold,38.2975,-120.50750,10284285
London,Calaveras,2201 Feet,Gold,38.2311,-120.58060,10138695
Live Oak Or Halley,Calaveras,2398 Feet,Gold,38.2311,-120.52560,10187102
Alaska Enterprise A,Calaveras,3041 Feet,Gold,38.4064,-120.49420,10210989
Alameda,Calaveras,2001 Feet,Gold,38.1656,-120.51610,10114351
Adelaide,Calaveras,1280 Feet,Gold,38.0153,-120.50360,10211143
Unknown,Calaveras,na,Gold,38.13889,-120.58778,10029042
Unknown,Calaveras,na,Gold,38.13889,-120.55111,10029041
Great Western Or Right Bower,Calaveras,2201 Feet,Gold,38.185,-120.45972,10029479
Red Hill,Calaveras,na,Gold,38.08417,-120.47278,10029460
Smith,Calaveras,na,Gold,38.11056,-120.48056,10029442
Abdellah,Calaveras,1099 Feet,Gold,38.17,-120.65750,10114669
Total Wreck,Calaveras,2559 Feet,Gold,38.1456,-120.47080,10162671
Willow Creek,Calaveras,1001 Feet,Gold,38.1744,-120.65080,10162619
Hedrick,Calaveras,1099 Feet,Gold,38.1706,-120.65720,10284162
Brewery Gulch,Calaveras,na,Gold,38.13889,-120.47750,10029411
Tone,Calaveras,2320 Feet,Gold,38.2989,-120.52670,10260109
Kinney,Calaveras,na,Gold,38.08111,-120.53250,10029081
Veith M. J. Garamendo,Calaveras,na,Gold,38.28278,-120.69778,10028928
Oversite Mine,Calaveras,na,Gold,38.09556,-120.49583,10029073
French & Wood,Calaveras,na,Gold,38.08356,-120.56806,10029062
Line Stone and Mohawk,Calaveras,2201 Feet,Gold,38.2294,-120.49250,10235230
Tailings,Calaveras,860 Feet,Gold,38.1497,-120.66360,10163142
Flapper,Calaveras,1601 Feet,Gold,37.9858,-120.56720,10029021
Carson Hill Gold Mining Co.,Calaveras,1699 Feet,Gold,38.02194,-120.50167,10028998
Meeker,Calaveras,1480 Feet,Gold,38.02917,-120.51639,10028996
Humming Bird,Calaveras,2100 Feet,Gold,38.40194,-120.57000,10102771
Glenn,Calaveras,na,Gold,38.23972,-120.58778,10109179
Max Gross,Calaveras,2451 Feet,Gold,38.16361,-120.48722,10102756
Ben Hur,Calaveras,2201 Feet,Gold,38.21667,-120.66667,10102736
Bowden Mine,Calaveras,1949 Feet,Gold,38.25167,-120.61944,10028937
Old McKenny,Calaveras,na,Gold,38.21,-120.51806,10029167
Lucky Jim and Gold Ridge,Calaveras,2001 Feet,Gold,38.21,-120.58889,10029156
Dollar Et Al.,Calaveras,na,Gold,38.15697,-120.49189,10029145
Vandalia J. B. Ederer,Calaveras,na,Gold,38.22528,-120.49583,10029143
Moosehead,Calaveras,na,Gold,38.22528,-120.49583,10029141
Fritz,Calaveras,1601 Feet,Gold,38.08611,-120.54861,10029090
Mcquig,Calaveras,2201 Feet,Gold,38.1322,-120.50720,10259853
Mcpherson,Calaveras,1401 Feet,Gold,38.1733,-120.58890,10187168
Cow Bell,Calaveras,1401 Feet,Gold,38.1819,-120.53220,10187029
Coralie,Calaveras,1601 Feet,Gold,38.1711,-120.52890,10162429
Elsie,Calaveras,2641 Feet,Gold,38.30583,-120.54333,10102757
M J B,Calaveras,2759 Feet,Gold,38.28028,-120.53722,10110636
Bonanza Pocket,Calaveras,2201 Feet,Gold,38.13306,-120.51278,10102707
Gold Cliff Mine,Calaveras,1401 Feet,Gold,38.06611,-120.54417,10102723
Maxwell,Calaveras,1401 Feet,Gold,38.07111,-120.56278,10102722
Adelaide,Calaveras,801 Feet,Gold,38.00667,-120.50306,10102700
Belle Mine,Calaveras,1499 Feet,Gold,38.01333,-120.51222,10102698
Spotted Pup Claim,Calaveras,na,Gold,38.27083,-120.63778,10102672
Phillips & Mason,Calaveras,na,Gold,38.38806,-120.54861,10102773
Calaveras Cons,Calaveras,1001 Feet,Gold,37.99417,-120.68472,10028598
Fredda,Calaveras,2881 Feet,Gold,38.39583,-120.49000,10103064
Rich Gulch Mines,Calaveras,2001 Feet,Gold,38.3189,-120.62250,10138366
Consolidated Marble,Calaveras,2001 Feet,Gold,38.32,-120.60780,10211732
Collier Mine,Calaveras,2799 Feet,Gold Zinc Silver,38.13944,-120.39000,10029400
Highland Mary,Calaveras,1900 Feet,Gold,38.14389,-120.51250,10029035
Mokelumne Hill Placers,Calaveras,na,Gold Silver,38.28333,-120.71667,10110479
Pine Cone,Calaveras,na,Gold,38.2425,-120.52810,10102767
London,Calaveras,2201 Feet,Gold,38.23222,-120.58139,10102735
John Buck,Calaveras,1558 Feet,Gold,38.08056,-120.54861,10102712
Central Hill,Calaveras,na,Gold,38.12444,-120.45917,10029417
West Mine,Calaveras,na,Gold,38.13889,-120.47750,10029406
Alpha,Calaveras,2300 Feet,Gold,38.33028,-120.58611,10029361
Fallen Pine,Calaveras,3999 Feet,Gold,38.40361,-120.44333,10029497
Misc. Claims,Calaveras,na,Gold,38.23972,-120.53250,10029267
Brassila,Calaveras,na,Gold,38.22528,-120.47750,10029470
Mountain Ranch.,Calaveras,na,Gold,38.22528,-120.56917,10029152
Hedrick,Calaveras,na,Gold,38.1675,-120.66111,10028887
Hudson,Calaveras,899 Feet,Gold,38.20861,-120.72722,10028739
Turkey Gulch,Calaveras,na,Gold,38.08111,-120.86278,10028554
Buckeye Gulch & Vallencia,Calaveras,na,Gold,38.20166,-120.54472,10028919
Unknown,Calaveras,na,Gold,38.15333,-120.67944,10028899
San Domingo and Rainbow,Calaveras,2201 Feet,Gold,38.1558,-120.49810,10138098
San Domingo Mine Ju,Calaveras,1401 Feet,Gold,38.1297,-120.58420,10235278
Rockingham San Pedro,Calaveras,2799 Feet,Gold,38.3575,-120.59060,10260122
Roberts Et Al W F,Calaveras,400 Feet,Gold,38.0997,-120.86330,10284232
Rising Star,Calaveras,1001 Feet,Gold,38.0136,-120.48470,10211271
Riley Boys,Calaveras,2001 Feet,Gold,38.2081,-120.52780,10162911
Bowling Green,Calaveras,1801 Feet,Gold,38.0956,-120.47080,10260279
Boire,Calaveras,2598 Feet,Gold,38.3506,-120.50750,10162933
Sacramento,Calaveras,1558 Feet,Gold,38.0839,-120.58280,10235663
Excelsior Or N. Ext. of Lamphear,Calaveras,1499 Feet,Gold,38.28722,-120.69667,10102671
Kentucky House,Calaveras,801 Feet,Gold,38.165,-120.66917,10102665
Matrimony,Calaveras,2799 Feet,Gold,38.39833,-120.50722,10029281
Toon,Calaveras,2300 Feet,Gold,38.204,-120.47600,10029477
Florence Claim,Calaveras,2402 Feet,Gold,38.18306,-120.45389,10102824
Continental,Calaveras,2300 Feet,Gold,38.41639,-120.55222,10029385
Nixon,Calaveras,na,Gold,38.40306,-120.51167,10029282
Lone Point,Calaveras,2861 Feet,Gold,38.37806,-120.46889,10029508
Arthur,Calaveras,na,Gold,38.38806,-120.47444,10029504
Silver Mountain,Calaveras,na,Gold Quartz,38.36641,-120.43055,10029500
Dutton,Calaveras,1401 Feet,Gold,38.14167,-120.58333,10110631
Carabon and Good Chance,Calaveras,1401 Feet,Gold,38.0144,-120.53060,10114449
Caldwell,Calaveras,801 Feet,Gold,38.2122,-120.84470,10186960
Bigney,Calaveras,2201 Feet,Gold,38.185,-120.55060,10259753
Bald Eagle,Calaveras,2001 Feet,Gold,38.1011,-120.49030,10211441
Anna,Calaveras,1480 Feet,Gold,38.0692,-120.55420,10260003
Last Chance Cons,Calaveras,2300 Feet,Gold,38.11861,-120.49056,10029051
Keystone,Calaveras,2100 Feet,Gold,38.12083,-120.49028,10029048
Unknown,Calaveras,na,Gold,38.12444,-120.55111,10029047
Boomerang,Calaveras,1099 Feet,Gold,38.17,-120.65580,10138794
Tom Smith,Calaveras,2001 Feet,Gold,38.2117,-120.47670,10211308
Texas,Calaveras,2001 Feet,Gold,38.1136,-120.44750,10114014
Sunrise,Calaveras,1759 Feet,Gold,38.1597,-120.52360,10235176
Naples & Venica,Calaveras,na,Gold,38.09861,-120.58417,10102709
Dolly Varden,Calaveras,2201 Feet,Gold,38.11528,-120.47917,10102818
Gopher,Calaveras,1201 Feet,Gold,38.015,-120.47800,10102808
White Elephant,Calaveras,na,Gold,38.31667,-120.45444,10029498
Altar No. 3,Calaveras,2549 Feet,Gold,38.18583,-120.45389,10029482
Steger & Josephineclaims,Calaveras,na,Gold,38.40361,-120.56750,10029290
Sunrise,Calaveras,1759 Feet,Gold,38.16083,-120.52222,10076499
Howard,Calaveras,2329 Feet,Gold,38.18861,-120.53833,10029187
Goose Neck,Calaveras,na,Gold,38.21083,-120.56917,10029162
Black Wonder Extension,Calaveras,3150 Feet,Gold,38.35556,-120.42056,10029509
Big Horn Mine,Calaveras,2402 Feet,Gold,38.16778,-120.45167,10029492
Point Rock,Calaveras,na,Gold,38.0131,-120.49716,10028990
Hardy Mine,Calaveras,1601 Feet,Gold,38.03528,-120.51667,10028986
Carpenter,Calaveras,1201 Feet,Gold,38.05389,-120.55528,10028969
King Solomon Claim,Calaveras,na,Gold,38.38806,-120.49278,10029310
Golden Rule,Calaveras,2749 Feet,Gold,38.38889,-120.48500,10029309
Blue Bell,Calaveras,2300 Feet,Gold,38.37944,-120.56833,10029318
Last Chance Gravel,Calaveras,801 Feet,Gold,38.1936,-120.71530,10114087
Marble Fay,Calaveras,1319 Feet,Gold,38.065,-120.56917,10034664
May Day,Calaveras,2402 Feet,Gold,38.13333,-120.48056,10102812
Sarah Q,Calaveras,na,Gold,38.01278,-120.60444,10028806
Kathleen,Calaveras,1099 Feet,Gold,38.01167,-120.69444,10028799
Hicks,Calaveras,na,Gold,38.01797,-120.64995,10028787
Evening Star,Calaveras,1401 Feet,Gold,38.07028,-120.56722,10029111
Murry Creek,Calaveras,2402 Feet,Gold,38.24,-120.54333,10029262
Wagon Rut,Calaveras,na,Gold,38.15583,-120.56500,10029110
Peek Ranch,Calaveras,na,Gold,38.31222,-120.68667,10028918
Mary Ethel,Calaveras,499 Feet,Gold,38.2008,-120.86080,10114577
Johnson,Calaveras,na,Gold,38.17039,-120.65732,10109160
Banner Blue Gravel Big Bend,Calaveras,na,Gold,38.26833,-120.49583,10029252
La Petite,Calaveras,2500 Feet,Gold,38.28833,-120.52917,10029246
Unknown,Calaveras,na,Gold,38.15333,-120.51417,10029227
Charlie Hoss Prospect,Calaveras,2402 Feet,Gold,38.37417,-120.49528,10102782
Pellaton,Calaveras,na,Gold,38.29722,-120.67944,10109158
Cassinelli Mine,Calaveras,na,Gold,38.22528,-120.73444,10109134
Mayflower,Calaveras,400 Feet,Gold,38.10111,-120.85139,10102606
May Pole,Calaveras,1280 Feet,Gold,38.30417,-120.70028,10102629
Ilex Mine,Calaveras,2001 Feet,Gold,38.32639,-120.62000,10102675
Aros,Calaveras,420 Feet,Gold,38.2011,-120.86220,10114736
Jdm Mine,Calaveras,699 Feet,Gold,38.215,-120.82330,10284520
M G,Calaveras,1201 Feet,Gold,38.01306,-120.51472,10110635
Wesson,Calaveras,1001 Feet,Gold,38.2,-120.69500,10102661
Merrimac,Calaveras,na,Gold,38.21083,-120.73444,10109149
Coffee Mill Gleason Golden Gate,Calaveras,na,Gold,38.24354,-120.73205,10109148
Oneto,Calaveras,na,Gold,38.28528,-120.75556,10102630
Storm King,Calaveras,na,Gold,38.05333,-120.52833,10102680
Webster,Calaveras,na,Gold,37.93833,-120.59111,10102677
Rough Diamond Placer Mine,Calaveras,na,Gold Quartz,38.25778,-120.71376,10109144
Hexter Placer Mine,Calaveras,na,Gold,38.28278,-120.71611,10109141
Deep Lead Placer Mine,Calaveras,na,Gold,38.28278,-120.71611,10109140
Summitt,Calaveras,na,Gold,38.33806,-120.58250,10029359
Tecumseh,Calaveras,na,Gold,37.94889,-120.71806,10034951
Taylor,Calaveras,2500 Feet,Gold,38.13194,-120.39750,10034706
Emma,Calaveras,600 Feet,Gold,38.20194,-120.85417,10034658
Matteson,Calaveras,2241 Feet,Gold,38.21389,-120.55083,10110634
Lombardi Mine Ellen Vannan,Calaveras,na,Gold,38.25389,-120.71611,10028721
Dunlap,Calaveras,na,Gold,38.01758,-120.76014,10028633
Marshall,Calaveras,na,Gold,38.18194,-120.67944,10028870
San Andreas & Dorothy,Calaveras,na,Gold,38.19944,-120.67194,10028864
Culbertson,Calaveras,951 Feet,Gold,38.20944,-120.68139,10028855
Buckeye & Buckeye No. 2,Calaveras,na,Gold,38.29722,-120.67944,10028823
Unknown,Calaveras,na,Gold,38.11,-120.56917,10029056
Alcoyne,Calaveras,1401 Feet,Gold,38.11417,-120.55778,10029055
Bully Boy,Calaveras,na,Gold,38.11258,-120.56808,10029046
Donald C,Calaveras,1299 Feet,Gold,38.01583,-120.50250,10029013
Alta,Calaveras,1001 Feet,Gold,38.01278,-120.49417,10029011
Mary Ethel Leslie L. Cook Et Al,Calaveras,na,Gold,38.19639,-120.86278,10028611
South Hill Mine E. and B. Mining Company,Calaveras,na,Gold,38.22963,-120.88143,10028591
McKisson Mine,Calaveras,na,Gold,38.37361,-120.58583,10029320
Basco,Calaveras,1240 Feet,Gold,38.16083,-120.54139,10029219
Unknown,Calaveras,na,Gold,38.2432,-120.49098,10029269
Deep River Mine,Calaveras,na,Gold,38.25389,-120.51417,10029253
Unknown,Calaveras,na,Gold,38.28655,-120.50957,10029244
San Domingo & Rainbow Domenich Dragone & A. S. Ponte,Calaveras,na,Gold,38.15333,-120.49583,10029229
Mcpherson,Calaveras,1401 Feet,Gold,38.16806,-120.58583,10029214
Starlight,Calaveras,na,Gold,38.19222,-120.55889,10029175
Big Nugget,Calaveras,na,Gold,38.19639,-120.53250,10029174
Garibaldi Mine,Calaveras,2730 Feet,Gold,38.34778,-120.58333,10029354
Wet Gulch Q. & P.,Calaveras,na,Gold,38.34561,-120.55085,10029350
Independence,Calaveras,na,Gold,38.35917,-120.53056,10029331
Lookout,Calaveras,801 Feet,Gold,38.22361,-120.70722,10034677
Bovee,Calaveras,1401 Feet,Gold,38.06306,-120.54361,10034666
Great Divide,Calaveras,2461 Feet,Gold,38.14083,-120.48972,10034661
Demarest,Calaveras,1529 Feet,Gold,38.07444,-120.55639,10034657
Mineral Entry Nos. 709 261 and 288,Calaveras,na,Gold,38.22528,-120.73444,10091990
Twin Tree,Calaveras,na,Gold,38.0125,-120.51444,10029009
Riverside Et Al. Calaveras Corp.,Calaveras,na,Gold,38.3593,-120.60564,10028942
Unknown,Calaveras,na,Gold,38.23972,-120.60611,10028941
